DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-001846,ICC6,ICC6,ICC6_BILIARY_TRACT,,,Unknown,Academic lab,0.0,-0.144307024,Adherent,RPMI + 10% FBS,85.2,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001848,ICC8,ICC8,ICC8_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.160224349,Adherent,RPMI + 10% FBS,89.7,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001849,ICC9,ICC9,ICC9_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-3.308420098,Adherent,RPMI + 10% FBS,91.0,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001850,G415,G415,G415_BILIARY_TRACT,,,Male,RIKEN,2.0,-4.571350606,Adherent,RPMI + 10% FBS,88.1,,,ascites,Metastasis,Gallbladder Cancer,Adenocarcinoma,,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001852,HKGZ-CC,HKGZCC,HKGZCC_BILIARY_TRACT,,,Male,Academic lab,2.0,-6.0772142879999995,Adherent,RPMI + 10% FBS,95.1,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001853,KMCH-1,KMCH1,KMCH1_BILIARY_TRACT,,,Male,Academic lab,2.0,-2.610106855,Adherent,RPMI + 10% FBS,93.0,CVCL_7970,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001856,RBE,RBE,RBE_BILIARY_TRACT,,,Female,Academic lab,1.0,-3.6691422730000003,Adherent,RPMI + 10% FBS,81.3,CVCL_4896,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001857,SG231,SG231,SG231_BILIARY_TRACT,,,Male,Academic lab,1.0,-2.846317081,Adherent,RPMI + 10% FBS,94.9,CVCL_0519,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001858,SSP-25,SSP25,SSP25_BILIARY_TRACT,,,Female,Academic lab,2.0,-5.735641277999999,Adherent,RPMI + 10% FBS,94.3,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,SIDM00275,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001861,TGBC1TKB,TGBC1TKB,TGBC1TKB_BILIARY_TRACT,TGBC1TKB,,Female,Academic lab,1.0,-4.280170051,Adherent,RPMI + 10% FBS,87.9,CVCL_1769,,lymph_node,Metastasis,Gallbladder Cancer,Adenocarcinoma,,SIDM00252,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001862,TGBC52TKB,TGBC52TKB,TGBC52TKB_BILIARY_TRACT,TGBC52TKB,,Male,Academic lab,1.0,-4.889445176000001,Adherent,RPMI + 10% FBS,69.0,,,lymph_node,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001863,TKKK,TKKK,TKKK_BILIARY_TRACT,TKKK,,Male,Academic lab,1.0,-3.332574115,Adherent,RPMI + 10% FBS,72.4,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001864,YSCCC,YSCCC,YSCCC_BILIARY_TRACT,YSCCC,,Female,Academic lab,2.0,-4.471207057,Adherent,RPMI + 10% FBS,84.0,,,ascites,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001955,Jhc-7,JHC7,JHC7_BONE,,,Female,Academic lab,2.0,-5.8180091979999995,not found,not found,81.6,CVCL_L154,,bone,,Bone Cancer,Chordoma,,,,bone,chordoma,,
ACH-001956,Mug-Chor-1,MUGCHOR1,MUGCHOR1_BONE,,,Female,Academic lab,3.0,-5.367905442,not found,not found,79.9,CVCL_9277,,bone,,Bone Cancer,Chordoma,57,,,bone,chordoma,,
ACH-001957,Um-Chor1,UMCHOR1,UMCHOR1_BONE,,,Male,Academic lab,3.0,-3.68746951,not found,not found,89.7,CVCL_1D68,,bone,,Bone Cancer,Chordoma,64,,,bone,chordoma,,
ACH-001958,MS1,MS1,MS1_LUNG,"MS-1-L, MS1,  Ms1",,Unknown,Sanger,,,,,,CVCL_1429,,lung,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00245,,lung,SCLC,,
ACH-001959,CC-LP-1,CCLP1,CCLP1_BILIARY_TRACT,,,Female,Academic lab,2.0,-5.401871857000001,Adherent,RPMI + 10% FBS,66.3,CVCL_0205,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001960,CC-SW-1,CCSW1,CCSW1_BILIARY_TRACT,,,Female,Academic lab,2.0,-4.5804664189999995,Adherent,RPMI + 10% FBS,95.3,CVCL_A429,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",,,,bile_duct,cholangiocarcinoma,intrahepatic,
ACH-001961,GB2,GB2,GB2_BILIARY_TRACT,EHGB2,,Unknown,Academic lab,2.0,-4.536743659,Adherent,RPMI + 10% FBS,96.9,,,biliary_tract,Metastasis,Gallbladder Cancer,Adenocarcinoma,65,,,bile_duct,gallbladder_adenocarcinoma,,
ACH-001991,NZOV9,NZOV9,NZOV9_OVARY,"NZOV 9, NZOV-9",,Female,CellBank Australia,2.0,-3.0202661369999997,Adherent and floating viable cells,"AlphaMEM + 5% FBS +5 ug/ml Insulin, 5 ug/ml Transferrin, 5 ng/ml Sodium Selenite (ITS)",48.0,,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",47,,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-001993,NALM-16,NALM16,NALM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,"NALM-16, Nalm-16",,Female,DSMZ,2.0,-3.6753955389999997,Adherent,RPMI + 10% FBS,66.6,,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",12,,,blood,ALL,b_cell,
ACH-001997,ECC2,ECC2,ECC2_BILIARY_TRACT,,,Unknown,Academic lab,2.0,-4.3606711030000005,Adherent,RPMI + 10% FBS,89.7,,,biliary_tract,,Bile Duct Cancer,"Cholangiocarcinoma, extrahepatic",,,,bile_duct,cholangiocarcinoma,extrahepatic,
ACH-001999,950-5-BIK,9505BIK,9505BIK_PANCREAS,,,Unknown,Academic lab,1.0,-4.7043830589999995,Adherent,DMEM/F12 + 10% FBS,61.6,,,pancreas,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002001,A375 SKIN CJ1,A375SKINCJ1,A375_SKIN_CJ1_RESISTANT,A375 RMR,,Unknown,Academic lab,2.0,-4.006453391,Adherent,RPMI 1640 + 10% FBS + 1% P/S,80.5,,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002002,A375 SKIN CJ2,A375SKINCJ2,A375_SKIN_CJ2_RESISTANT,A375 ER-2,,Unknown,Academic lab,2.0,-4.238158987,Adherent,RPMI 1640 + 10% FBS + 1% P/S,89.9,,,skin,,Skin Cancer,Melanoma,,,Drug resistance: SCH772984,skin,melanoma,,
ACH-002003,A375 SKIN CJ3,A375SKINCJ3,A375_SKIN_CJ3_RESISTANT,A375 RMR SCH 0.25,,Unknown,Academic lab,2.0,-3.154694391,Adherent,RPMI 1640 + 10% FBS + 1% P/S,92.4,,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002004,UACC62 SKIN CJ1,UACC62SKINCJ1,UACC62_SKIN_CJ1_RESISTANT,UACC62 RMR,,Unknown,Academic lab,2.0,-2.024191247,Adherent,RPMI 1640 + 10% FBS + 1% P/S,85.5,,,skin,,Skin Cancer,Melanoma,,,Drug resistance: Dabrafenib and Trametinib,skin,melanoma,,
ACH-002005,SK-MEL-19,SKMEL19,SKMEL19_SKIN,SK-MEL-19,,Male,Academic lab,2.0,-3.155158389,Adherent,RPMI 1640 + 10% FBS + 1% P/S,50.0,CVCL_6025,,skin,,Skin Cancer,Melanoma,50,,,skin,melanoma,,
ACH-002011,MP46,MP46,MP46_UVEA,,,Male,ATCC,,,,,,,,uvea,Primary,Eye Cancer,Uveal Melanoma,69,,,eye,uveal_melanoma,,
ACH-002015,Mel285,MEL285,MEL285_UVEA,,,Female,Academic lab,1.0,-3.488534638,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),89.5,CVCL_C303,,uvea,Primary,Eye Cancer,Uveal Melanoma,49,,,eye,uveal_melanoma,,
ACH-002016,Mel290,MEL290,MEL290_UVEA,,,Female,Academic lab,2.0,-3.856066672,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),58.0,,,uvea,Primary,Eye Cancer,Uveal Melanoma,67,,,eye,uveal_melanoma,,
ACH-002017,Omm1,OMM1,OMM1_UVEA,,,Male,Academic lab,1.0,-1.357653293,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),91.0,CVCL_6939,,skin,Metastasis,Eye Cancer,Uveal Melanoma,,,,eye,uveal_melanoma,,
ACH-002018,Omm2.5,OMM25,OMM25_UVEA,,,Male,Academic lab,2.0,-5.589851887999999,Adherent,RPMI 1640 + 20% FBS (w/3mM L-glutamine),79.0,,,liver,Metastasis,Eye Cancer,Uveal Melanoma,,,,eye,uveal_melanoma,,
ACH-002019,HOKUG,HOKUG,HOKUG_CERVIX,,,Female,RIKEN,2.0,-4.423567079,Adherent,HamF12+15%FBS,93.0,,,cervix,Primary,Cervical Cancer,Glassy Cell Carcinoma,53,,,cervix,glassy_cell_carcinoma,,
ACH-002020,SKG-IIIa,SKGIIIA,SKGIIIA_CERVIX,,,Female,RIKEN,,,,,,CVCL_1704,,cervix,Primary,Cervical Cancer,Carcinoma,,SIDM00381,,cervix,cervical_carcinoma,,
ACH-002022,PMF-ko14,PMFKO14,PMFKO14_LARGE_INTESTINE,,,Female,RIKEN,,,,,,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,51,,,colorectal,colorectal_adenocarcinoma,,
ACH-002023,TGBC18TKB,TGBC18TKB,TGBC18TKB_LARGE_INTESTINE,,,Female,RIKEN,2.0,-4.765127852,Adherent,DMEM+5%FBS,91.0,,,large_intestine,Primary,Colon/Colorectal Cancer,"Adenocarcinoma, papillotubular",79,,,colorectal,colorectal_adenocarcinoma,papillotubular,
ACH-002024,ECC4,ECC4,ECC4_LARGE_INTESTINE,,,Male,RIKEN,2.0,-1.381605296,Adherent,RPMI1640+10%FBS,55.2,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,45,SIDM00069,,colorectal,colorectal_adenocarcinoma,,
ACH-002025,TT1TKB,TT1TKB,TT1TKB_LARGE_INTESTINE,,,Male,RIKEN,2.0,-4.719044898,Adherent,DMEM+10%FBS,70.1,,,large_intestine,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002026,HHUA,HHUA,HHUA_ENDOMETRIUM,,,Female,RIKEN,1.0,-4.150054787,Adherent,HamF12+15%FBS,83.7,,,endometrium,Primary,Endometrial/Uterine Cancer,,54,,,uterus,endometrial_adenocarcinoma,,
ACH-002027,HOUA-I,HOUAI,HOUAI_ENDOMETRIUM,,,Female,RIKEN,1.0,-3.53713428,Adherent,HamF12+15%FBS,73.0,,,endometrium,Primary,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,55,,,uterus,endometrial_adenocarcinoma,,
ACH-002029,SAS,SAS,SAS_UPPER_AERODIGESTIVE_TRACT,,,Female,RIKEN,,,,,,CVCL_1675,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",,SIDM00351,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,
ACH-002038,HSKTC,HSKTC,HSKTC_OVARY,,,Female,RIKEN,,,,,,,,ovary,Primary,Ovarian Cancer,Krukenberg Tumor,46,,,ovary,krukenberg_tumor,,
ACH-002039,PK-8,PK8,PK8_PANCREAS,,,Unknown,RIKEN,2.0,-2.9535429489999996,Adherent,RPMI1640+10%FBS,85.0,,,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-002040,HMV-II,HMVII,HMVII_SKIN,,,Female,RIKEN,,,,,,CVCL_1282,,skin,Primary,Skin Cancer,Melanoma,65,SIDM00291,,skin,melanoma,,
ACH-002041,HOTHC,HOTHC,HOTHC_THYROID,,,Female,RIKEN,2.0,-5.994375824,Adherent,HamF12+15%FBS,92.0,,,thyroid,Primary,Thyroid Cancer,Carcinoma,,,,thyroid,thyroid_carcinoma,,
ACH-002042,T3M-5,T3M5,T3M5_THYROID,,,Female,RIKEN,2.0,-3.749375262,Adherent,HamF10+10%FBS,77.0,,,thyroid,Primary,Thyroid Cancer,Squamous Cell Carcinoma,71,,,thyroid,thyroid_squamous,,
ACH-002043,Ca9-22,CA922,CA922_UPPER_AERODIGESTIVE_TRACT,,,Male,RIKEN,,,,,,CVCL_1102,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Carcinoma, gingival",,SIDM00489,,upper_aerodigestive,upper_aerodigestive_carcinoma,gingival,
ACH-002044,HSQ-89,HSQ89,HSQ89_UPPER_AERODIGESTIVE_TRACT,,,Male,RIKEN,1.0,-4.242452983,Adherent,DMEM+10%FBS,80.4,,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, sinus",74,,,upper_aerodigestive,upper_aerodigestive_squamous,sinus,
ACH-002045,HO-1-u-1,HO1U1,HO1U1_UPPER_AERODIGESTIVE_TRACT,,,Male,RIKEN,1.0,-2.975007262,Adherent,RPMI1640+10%FBS,92.0,CVCL_2784,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",,SIDM00591,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-002046,HTMMT,HTMMT,HTMMT_ENDOMETRIUM,,,Female,RIKEN,2.0,-4.989175912,Adherent,HamF12+15%FBS,85.9,,,endometrium,Primary,Endometrial/Uterine Cancer,Malignant Mixed Mullerian Tumor (MMMT),66,,,uterus,MMMT,,
ACH-002051,Lu-134-A,LU134A,LU134A_LUNG,,,Male,RIKEN,,,,,,CVCL_1387,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),80,SIDM00296,,lung,SCLC,,
ACH-002052,Lu-139,LU139,LU139_LUNG,,,Male,RIKEN,,,,,,CVCL_1390,,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),63,SIDM00293,,lung,SCLC,,
ACH-002058,ATN-1,ATN1,ATN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,RIKEN,,,,,,CVCL_1073,,haematopoietic_and_lymphoid_tissue,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",47,SIDM00233,,blood,ALL,t_cell,
ACH-002059,P30/OHK,P30OHK,P30OHK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,2.0,-3.92256796,Suspension,RPMI1640+10%FBS,77.5,CVCL_1631,,bone_marrow,Primary,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",11,SIDM00364,,blood,ALL,b_cell,
ACH-002062,SLVL,SLVL,SLVL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,RIKEN,1.0,-2.563584566,Suspension,RPMI1640+10%FBS,94.5,CVCL_3169,,haematopoietic_and_lymphoid_tissue,Primary,Lymphoma,B-cell,70,SIDM00374,,lymphocyte,lymphoma_unspecified,b_cell,
ACH-002065,HS-PSS,HSPSS,HSPSS_CENTRAL_NERVOUS_SYSTEM,,,Male,RIKEN,0.0,-0.296745677,Adherent,DMEM+10%FBS,71.4,,,prostate,Metastasis,Sarcoma,MPNST,,,,central_nervous_system,MPNST,,
ACH-002066,HS-Sch-2,HSSCH2,HSSCH2_CENTRAL_NERVOUS_SYSTEM,,,Female,RIKEN,,,,,,,,central_nervous_system,Primary,Sarcoma,MPNST,54,,,central_nervous_system,MPNST,,
ACH-002067,NOS-1,NOS1,NOS1_BONE,,,Male,RIKEN,,,,,,CVCL_1610,,bone,Primary,Bone Cancer,Osteosarcoma,16,SIDM00242,,bone,osteosarcoma,,
ACH-002069,HS-Os-1,HSOS1,HSOS1_BONE,,,Female,RIKEN,2.0,-4.05608632,Adherent,DMEM+10%FBS,58.3,,,bone,Primary,Bone Cancer,Osteosarcoma,11,,,bone,osteosarcoma,,
ACH-002077,Lu-165,LU165,LU165_LUNG,,,Male,RIKEN,,,,,,CVCL_1391,,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00292,,lung,SCLC,,
ACH-002083,NB69,NB69,NB69_AUTONOMIC_GANGLIA,,,Male,RIKEN,,,,,,CVCL_1448,,autonomic_ganglia,Primary,Neuroblastoma,,1.5,SIDM00244,,peripheral_nervous_system,neuroblastoma,,
ACH-002085,HS-SY-II,HSSYII,HSSYII_LUNG,,,Unknown,RIKEN,,,,,,CVCL_8719,,lung,Metastasis,Sarcoma,Synovial,,,,soft_tissue,synovial_sarcoma,,
ACH-002089,201T,201T,201T_LUNG,,1287381.0,Unknown,Sanger,,,,,,CVCL_X481,220.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00055,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-002090,BB65-RCC,BB65RCC,BB65RCC_KIDNEY,,753533.0,Unknown,Sanger,,,,,,CVCL_1078,181.0,kidney,,Kidney Cancer,Renal Cell Carcinoma,,SIDM00191,,kidney,renal_cell_carcinoma,,
ACH-002091,CAL-39,CAL39,CAL39_VULVA,,924107.0,Unknown,Sanger,,,,,,CVCL_1109,998.0,cervix,,Skin Cancer,"Squamous Cell Carcinoma, vulvar",,SIDM00935,,skin,skin_squamous,,
ACH-002092,CHSA0011,CHSA0011,CHSA0011_BONE,,1290767.0,Unknown,Sanger,,,,,,CVCL_X483,1466.0,bone,,Bone Cancer,Chondrosarcoma,,SIDM00051,,bone,chondrosarcoma,,
ACH-002093,CHSA0108,CHSA0108,CHSA0108_BONE,,1290768.0,Unknown,Sanger,,,,,,CVCL_X484,280.0,bone,,Bone Cancer,Chondrosarcoma,,SIDM00050,,bone,chondrosarcoma,,
ACH-002094,CHSA8926,CHSA8926,CHSA8926_BONE,,1303912.0,Unknown,Sanger,,,,,,CVCL_X485,554.0,bone,,Bone Cancer,Chondrosarcoma,,SIDM00176,,bone,chondrosarcoma,,
ACH-002095,COR-L303,CORL303,CORL303_LUNG,,1297438.0,Unknown,Sanger,,,,,,CVCL_2411,1942.0,lung,,Lung Cancer,Small Cell Lung Cancer (SCLC),,SIDM00510,,lung,SCLC,,
ACH-002096,CP50-MEL-B,CP50MELB,CP50MELB_SKIN,,753545.0,Unknown,Sanger,,,,,,CVCL_1143,1248.0,skin,,Skin Cancer,Melanoma,,SIDM00175,,skin,melanoma,,
ACH-002097,CP66-MEL,CP66MEL,CP66MEL_SKIN,,753546.0,Unknown,Sanger,,,,,,CVCL_1144,1845.0,skin,,Skin Cancer,Melanoma,,SIDM00190,,skin,melanoma,,
ACH-002098,CP67-MEL,CP67MEL,CP67MEL_SKIN,,949092.0,Unknown,Sanger,,,,,,CVCL_1145,640.0,skin,,Skin Cancer,Melanoma,,SIDM00189,,skin,melanoma,,
ACH-002099,CS1,CS1,CS1_BONE,,1290795.0,Unknown,Sanger,,,,,,CVCL_T023,1006.0,bone,,Bone Cancer,Chondrosarcoma,,SIDM00199,,bone,chondrosarcoma,,
ACH-002100,DJM-1,DJM1,DJM1_SKIN,,906841.0,Unknown,Sanger,,,,,,CVCL_1172,899.0,skin,,Skin Cancer,Squamous Cell Carcinoma,,SIDM00281,,skin,skin_squamous,,
ACH-002101,EMC-BAC-1,EMCBAC1,EMCBAC1_LUNG,,1503369.0,Unknown,Sanger,,,,,,CVCL_X486,967.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00048,,lung,NSCLC,,
ACH-002102,EMC-BAC-2,EMCBAC2,EMCBAC2_LUNG,,1503370.0,Unknown,Sanger,,,,,,CVCL_X487,2232.0,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,SIDM00047,,lung,NSCLC,,
ACH-002103,ES1,ES1,ES1_BONE,,949158.0,Unknown,Sanger,,,,,,CVCL_1198,1564.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00266,,bone,Ewing_sarcoma,,
ACH-002104,ES3,ES3,ES3_BONE,,684055.0,Unknown,Sanger,,,,,,CVCL_1199,1342.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00265,,bone,Ewing_sarcoma,,
ACH-002105,ES4,ES4,ES4_BONE,,949156.0,Unknown,Sanger,,,,,,CVCL_1200,70.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00264,,bone,Ewing_sarcoma,,
ACH-002106,ES5,ES5,ES5_BONE,,684057.0,Unknown,Sanger,,,,,,CVCL_1201,610.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00263,,bone,Ewing_sarcoma,,
ACH-002107,ES6,ES6,ES6_BONE,,949157.0,Unknown,Sanger,,,,,,CVCL_1202,611.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00262,,bone,Ewing_sarcoma,,
ACH-002108,ES7,ES7,ES7_BONE,,684059.0,Unknown,Sanger,,,,,,CVCL_1203,71.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00269,,bone,Ewing_sarcoma,,
ACH-002109,ES8,ES8,ES8_BONE,,949155.0,Unknown,Sanger,,,,,,CVCL_1204,2139.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00261,,bone,Ewing_sarcoma,,
ACH-002110,EW-1,EW1,EW1_BONE,,949163.0,Unknown,Sanger,,,,,,CVCL_1208,902.0,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00205,,bone,Ewing_sarcoma,,
ACH-002111,EW-11,EW11,EW11_BONE,,684062.0,Unknown,Sanger,,,,,,CVCL_1209,231.0,lymph_node,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00203,,bone,Ewing_sarcoma,,
ACH-002112,EW-12,EW12,EW12_BONE,,949162.0,Unknown,Sanger,,,,,,CVCL_1210,2140.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00200,,bone,Ewing_sarcoma,,
ACH-002113,EW-13,EW13,EW13_BONE,,949166.0,Unknown,Sanger,,,,,,CVCL_1211,324.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00621,,bone,Ewing_sarcoma,,
ACH-002114,EW-16,EW16,EW16_BONE,,949165.0,Unknown,Sanger,,,,,,CVCL_1212,1529.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00198,,bone,Ewing_sarcoma,,
ACH-002115,EW-18,EW18,EW18_BONE,,949164.0,Unknown,Sanger,,,,,,CVCL_1213,612.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00197,,bone,Ewing_sarcoma,,
ACH-002116,EW-22,EW22,EW22_BONE,,949167.0,Unknown,Sanger,,,,,,CVCL_1214,613.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00196,,bone,Ewing_sarcoma,,
ACH-002117,EW-24,EW24,EW24_BONE,,949168.0,Unknown,Sanger,,,,,,CVCL_1215,704.0,bone,,Bone Cancer,Ewings Sarcoma,,SIDM00195,,bone,Ewing_sarcoma,,
ACH-002118,EW-3,EW3,EW3_BONE,,949161.0,Unknown,Sanger,,,,,,CVCL_1216,2176.0,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00202,,bone,Ewing_sarcoma,,
ACH-002119,EW-7,EW7,EW7_BONE,,949160.0,Unknown,Sanger,,,,,,CVCL_1217,72.0,pleural_effusion,Metastasis,Bone Cancer,Ewings Sarcoma,,SIDM00201,,bone,Ewing_sarcoma,,
ACH-002120,GAK,GAK,GAK_SKIN,,910932.0,Unknown,Sanger,,,,,,CVCL_1225,325.0,lymph_node,Metastasis,Skin Cancer,Melanoma,,SIDM00543,,skin,melanoma,,
ACH-002121,G-MEL,GMEL,GMEL_SKIN,,1240130.0,Unknown,Sanger,,,,,,CVCL_W798,1981.0,skin,,Skin Cancer,Melanoma,,SIDM00129,,skin,melanoma,,
ACH-002122,GT3TKB,GT3TKB,GT3TKB_STOMACH,,907041.0,Unknown,Sanger,,,,,,CVCL_1237,614.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,SIDM01231,,lung,NSCLC,NSCLC_squamous,
ACH-002123,H2369,H2369,H2369_PLEURA,,1290808.0,Unknown,Sanger,,,,,,CVCL_A532,165.0,lung,,Lung Cancer,Mesothelioma,,SIDM00104,,lung,mesothelioma,,
ACH-002124,H2373,H2373,NCIH2373_PLEURA,,1290809.0,Unknown,Sanger,,,,,,CVCL_A533,1797.0,lung,,Lung Cancer,Mesothelioma,,SIDM00103,,lung,mesothelioma,,
ACH-002125,H2461,H2461,NCIH2461_PLEURA,,1290810.0,Unknown,Sanger,,,,,,CVCL_A536,1508.0,lung,,Lung Cancer,Mesothelioma,,SIDM00102,,lung,mesothelioma,,
ACH-002126,H2591,H2591,NCIH2591_PLEURA,,1240131.0,Unknown,Sanger,,,,,,CVCL_A543,1509.0,lung,,Lung Cancer,Mesothelioma,,SIDM00101,,lung,mesothelioma,,
ACH-002127,H2595,H2595,NCIH2595_PLEURA,,1240132.0,Unknown,Sanger,,,,,,CVCL_A545,51.0,lung,,Lung Cancer,Mesothelioma,,SIDM00100,,lung,mesothelioma,,
ACH-002128,H2722,H2722,NCIH2722_PLEURA,,1290812.0,Unknown,Sanger,,,,,,CVCL_U994,1798.0,lung,,Lung Cancer,Mesothelioma,,SIDM00099,,lung,mesothelioma,,
ACH-002129,H2731,H2731,NCIH2731_PLEURA,,1240134.0,Unknown,Sanger,,,,,,CVCL_U995,1074.0,lung,,Lung Cancer,Mesothelioma,,SIDM00098,,lung,mesothelioma,,
ACH-002130,H2795,H2795,NCIH2795_PLEURA,,1290813.0,Unknown,Sanger,,,,,,CVCL_U996,1971.0,lung,,Lung Cancer,Mesothelioma,,SIDM00154,,lung,mesothelioma,,
ACH-002131,H2803,H2803,NCIH2803_PLEURA,,1240135.0,Unknown,Sanger,,,,,,CVCL_U997,52.0,lung,,Lung Cancer,Mesothelioma,,SIDM00309,,lung,mesothelioma,,
ACH-002132,H2804,H2804,NCIH2804_PLEURA,,1240136.0,Unknown,Sanger,,,,,,CVCL_U998,882.0,lung,,Lung Cancer,Mesothelioma,,SIDM00310,,lung,mesothelioma,,
